-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,4,5,5,5,6,-1,-1,-1,-1,-1,-1,4,5,15,5,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,4,5,5,5,6,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,4,5,5,5,6,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,4,5,5,5,6,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,15,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,5,5,5,5
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,4,5,5,5,6,-1,-1,-1,-1,-1,-1,4,15,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,4,5,5,5,6,-1,-1,7,-1,-1,7,-1,-1,-1,8,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,4,5,5,5,6,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,4,5,5,5,6,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,8,5,5,5,6,-1,5,5,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,4,5,5,5,6,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,6,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,-1,4,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5
-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,6,4,5,5,5,6,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,6,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,-1,4,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5
